usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,0.9927,1.704,0.184,0.02419,0.0006725,0.02503,0.02328,0.3798,0.6958,0.426,2.585e-13,2.282e-13,2.888e-13,4.491e-14,3.873e-14,5.073e-14,7.293e-15,4.5e-15,1.009e-14,2.439e-13,2.147e-13,2.731e-13,4.185e-14,3.576e-14,4.795e-14,7.143e-15,4.428e-15,9.714e-15,0.0,0.131,0.763,0.751,0.0001843,0.008782,0.008543,0.009121,0.0,0.1,0.759,0.957,0.0001013,0.01323,0.01309,0.01336,0.0,0.413,0.719,0.817,0.0004167,0.002187,0.001639,0.002986
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,0.9512,1.619,0.052,0.02968,0.000113,0.02979,0.02951,0.431,0.6359,0.2786,3.59e-13,3.215e-13,3.965e-13,5.206e-14,4.515e-14,5.856e-14,1.656e-14,1.235e-14,2.077e-14,3.681e-13,3.307e-13,4.054e-13,5.048e-14,4.358e-14,5.738e-14,1.813e-14,1.373e-14,2.253e-14,2.0,0.67,0.56,0.904,0.002432,0.009836,0.006106,0.012,0.0,0.206,0.744,0.729,0.0003875,0.01675,0.01637,0.01714,0.0,0.187,0.355,0.238,0.0001602,0.003111,0.002966,0.003836
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.09,0.01495,0.0001297,0.01513,0.01477,0.4322,0.6846,0.3498,1.472e-13,1.243e-13,1.689e-13,2.656e-14,2.131e-14,3.153e-14,8.63e-15,5.065e-15,1.219e-14,1.544e-13,1.308e-13,1.78e-13,2.786e-14,2.265e-14,3.306e-14,7.087e-15,4.094e-15,1.008e-14,0.0,0.297,0.529,0.9,0.0005025,0.005024,0.00458,0.007338,0.0,0.254,0.871,0.558,0.0004495,0.00856,0.008124,0.00919,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.064,1.448,0.202,0.02989,0.0005889,0.03048,0.0293,0.4397,0.7295,0.4235,3.955e-13,3.559e-13,4.352e-13,5.568e-14,4.843e-14,6.251e-14,1.143e-14,8.615e-15,1.424e-14,4.069e-13,3.661e-13,4.477e-13,5.353e-14,4.622e-14,6.041e-14,1.281e-14,9.703e-15,1.591e-14,0.0,0.137,0.401,0.789,0.0002226,0.01013,0.009758,0.01035,0.0,0.294,0.743,0.382,0.0007042,0.01706,0.01636,0.01777,0.0,0.462,0.422,0.321,0.0003854,0.002694,0.002436,0.004362
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.045,1.584,0.982,0.03069,0.007057,0.03775,0.02363,0.356,0.7808,0.5871,4.134e-13,3.716e-13,4.551e-13,6.982e-14,6.163e-14,7.801e-14,8.943e-15,6.119e-15,1.161e-14,4.147e-13,3.722e-13,4.572e-13,6.925e-14,6.06e-14,7.79e-14,8.884e-15,6.078e-15,1.153e-14,6.0,0.964,0.993,0.959,0.003852,0.01199,0.008135,0.01584,0.0,0.273,0.968,0.888,0.0007896,0.01663,0.01545,0.0178,0.0,0.392,0.455,0.698,0.0002226,0.002108,0.001934,0.003248
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.102,1.35,0.194,0.02278,0.0004263,0.02321,0.02236,0.4222,0.6796,0.3585,2.717e-13,2.442e-13,2.993e-13,4.117e-14,3.572e-14,4.63e-14,1.31e-14,9.773e-15,1.643e-14,2.712e-13,2.432e-13,2.993e-13,4.033e-14,3.469e-14,4.597e-14,1.268e-14,9.149e-15,1.601e-14,0.0,0.295,0.744,0.387,0.0003771,0.007762,0.007385,0.008139,0.0,0.124,0.249,0.067,9.792e-05,0.0129,0.01281,0.013,0.0,0.464,0.488,0.311,0.0002733,0.002117,0.001943,0.003515
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.07,1.409,0.06,0.01766,2.941e-05,0.01771,0.01762,0.4435,0.6471,0.2798,2.358e-13,2.08e-13,2.637e-13,3.159e-14,2.666e-14,3.653e-14,1.049e-14,7.471e-15,1.352e-14,2.179e-13,1.915e-13,2.444e-13,2.962e-14,2.467e-14,3.456e-14,1.095e-14,7.608e-15,1.41e-14,0.0,0.096,0.007,0.047,8.474e-06,0.005715,0.005704,0.005725,0.0,0.207,0.619,0.662,0.0002527,0.01018,0.009929,0.01043,1.0,0.541,0.675,0.677,0.0003517,0.001766,0.001414,0.002118
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.033,1.827,0.059,0.02372,0.0001231,0.02385,0.02354,0.3935,0.7558,0.5109,2.852e-13,2.565e-13,3.138e-13,5.013e-14,4.382e-14,5.645e-14,7.418e-15,5.033e-15,9.669e-15,2.826e-13,2.538e-13,3.114e-13,5.039e-14,4.391e-14,5.687e-14,8.104e-15,5.545e-15,1.066e-14,0.0,0.258,0.937,0.796,0.0009998,0.008547,0.007532,0.01311,0.0,0.097,0.379,0.358,5.813e-07,0.01364,0.01364,0.01364,1.0,0.508,0.927,0.626,0.000327,0.001519,0.001209,0.002042
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.064,0.0186,8.266e-05,0.01871,0.01851,0.4247,0.6846,0.3598,2.673e-13,2.316e-13,3.009e-13,4.029e-14,3.331e-14,4.726e-14,1.009e-14,6.474e-15,1.352e-14,2.586e-13,2.227e-13,2.923e-13,3.815e-14,3.117e-14,4.512e-14,1.111e-14,7.409e-15,1.482e-14,0.0,0.275,0.46,0.504,0.0002941,0.006153,0.005859,0.006447,0.0,0.14,0.752,0.532,0.0001738,0.01078,0.01056,0.01096,0.0,0.414,0.544,0.925,0.0001834,0.001678,0.001544,0.002455
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.101,0.01818,4.131e-05,0.01822,0.01814,0.5659,0.8395,0.5147,3.194e-13,2.795e-13,3.594e-13,2.996e-14,2.397e-14,3.562e-14,4.841e-15,2.589e-15,6.979e-15,3.061e-13,2.673e-13,3.448e-13,3.128e-14,2.495e-14,3.725e-14,5.64e-15,3.133e-15,8.021e-15,0.0,0.229,0.38,0.296,0.0004085,0.004994,0.004638,0.006829,0.0,0.102,0.782,0.662,8.298e-05,0.01222,0.01209,0.01233,0.0,0.467,0.021,0.09,9.939e-05,0.0009716,0.0009143,0.001485
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.073,0.01859,6.453e-05,0.01867,0.01852,0.2898,0.8195,0.6908,2.398e-13,2.054e-13,2.723e-13,4.996e-14,4.226e-14,5.766e-14,3.962e-15,1.877e-15,6.048e-15,2.139e-13,1.825e-13,2.436e-13,4.859e-14,4.067e-14,5.65e-14,4.955e-15,2.596e-15,7.197e-15,0.0,0.204,0.882,0.718,0.0003106,0.007825,0.007503,0.008251,1.0,0.537,0.247,0.562,0.002652,0.009787,0.005485,0.01577,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.39,0.926,0.078,0.0399,0.0001157,0.04001,0.03978,0.5709,0.8057,0.4322,6.914e-13,6.402e-13,7.425e-13,6.262e-14,5.558e-14,6.965e-14,1.179e-14,8.843e-15,1.474e-14,6.88e-13,6.351e-13,7.409e-13,6.414e-14,5.69e-14,7.138e-14,1.295e-14,9.765e-15,1.614e-14,0.0,0.072,0.026,0.037,1.104e-05,0.01083,0.01082,0.01085,0.0,0.092,0.069,0.025,0.0001074,0.02649,0.02638,0.0266,6.0,0.924,0.79,0.893,0.001246,0.002568,0.00159,0.005938
SWIFT J1626.6-5156,0.04,0.77, 16 26 36.51,-51 56 30.65, 2CXO J162636.5-515630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIFT J1626.6-5156,0.04,0.77, 16 26 36.51,-51 56 30.65, 2CXO J162636.5-515630,1.493,0.776,1.0,0.04228,0.01113,0.06322,0.0222,0.5459,0.8545,0.5771,6.869e-13,6.537e-13,7.182e-13,6.154e-14,5.718e-14,6.59e-14,1.028e-14,8.714e-15,1.184e-14,6.846e-13,6.528e-13,7.163e-13,6.176e-14,5.728e-14,6.623e-14,1.015e-14,8.553e-15,1.175e-14,0.0,0.135,0.531,0.296,0.0001208,0.0121,0.01197,0.01222,7.0,0.995,1.0,1.0,0.005131,0.02779,0.02057,0.03269,2.0,0.813,0.987,0.915,0.0009646,0.002447,0.001225,0.004598
SWIFT J1626.6-5156,0.04,0.77, 16 26 36.51,-51 56 30.65, 2CXO J162636.5-515630,,,0.835,0.009082,0.00376,0.02446,0.00544,0.5696,0.9357,0.7733,1.546e-13,1.226e-13,1.848e-13,1.468e-14,1.045e-14,1.868e-14,1.684e-15,0.0,4.491e-15,1.609e-13,1.275e-13,1.922e-13,1.502e-14,1.038e-14,1.966e-14,1.765e-15,0.0,4.707e-15,1.0,0.562,0.183,0.34,0.0004743,0.002564,0.002276,0.005098,6.0,0.911,0.906,0.971,0.002653,0.006316,0.004064,0.01425,,,,,,,,
SWIFT J1816.7-1613,0.03,0.84, 18 16 42.72,-16 13 22.30, 2CXO J181642.7-161322,2.016,1.037,0.338,0.06658,0.001919,0.06859,0.06407,0.9894,0.9994,0.9994,2.064e-12,1.989e-12,2.139e-12,3.265e-15,1.632e-15,4.816e-15,0.0,0.0,1.272e-15,1.902e-12,1.828e-12,1.976e-12,3.317e-15,1.809e-15,4.749e-15,,,,,,,,,,,,1.0,0.503,0.993,0.991,0.002836,0.06557,0.06203,0.06839,,,,,,,,
V 0332+53,0.01,0.96, 03 34 59.91,+53 10 23.34, 2CXO J033459.9+531023,,,0.784,0.003495,0.001091,0.009052,0.002836,-0.2736,0.4922,0.6583,1.203e-14,5.308e-15,1.875e-14,9.555e-15,6.547e-15,1.256e-14,1.327e-15,3.185e-16,2.336e-15,1.222e-14,5.39e-15,1.905e-14,9.004e-15,5.946e-15,1.189e-14,1.426e-15,3.422e-16,2.51e-15,1.0,0.636,0.373,0.594,0.0005109,0.002331,0.002028,0.004619,0.0,0.455,0.065,0.137,6.578e-05,0.0007775,0.0007453,0.001063,,,,,,,,
XTE J1716-389,0.05,0.87, 17 15 56.41,-38 51 54.27, 2CXO J171556.4-385154,,,0.728,0.009407,0.003658,0.02002,0.005915,0.9994,0.9994,-0.9994,3.318e-13,2.191e-13,4.382e-13,,,,,,,3.529e-13,2.331e-13,4.661e-13,,,,,,,,,,,,,,,2.0,0.728,0.821,0.926,0.003658,0.009407,0.005915,0.02002,,,,,,,,
XTE J1739-302,0.06,0.64, 17 39 11.54,-30 20 37.63, 2CXO J173911.5-302037,2.165,0.604,0.047,0.2315,0.0002478,0.2317,0.2312,0.9569,0.9881,0.5771,6.427e-12,6.197e-12,6.642e-12,4.483e-14,3.597e-14,5.317e-14,6.324e-15,3.162e-15,9.319e-15,6.267e-12,6.034e-12,6.485e-12,4.433e-14,3.536e-14,5.33e-14,6.854e-15,3.427e-15,1.01e-14,6.0,0.978,0.996,0.982,0.003751,0.006868,0.002594,0.01168,0.0,0.064,0.884,0.938,0.0006792,0.2236,0.2228,0.2244,0.0,0.499,0.789,0.939,0.0001213,0.00101,0.0009352,0.001512
XTE J1829-098,0.02,0.91, 18 29 43.99,-09 51 23.17, 2CXO J182943.9-095123,,,,,,,,0.9994,0.9994,-0.9994,1.536e-14,6.052e-15,2.467e-14,0.0,0.0,1.512e-15,0.0,0.0,1.454e-15,1.6e-14,6.305e-15,2.57e-14,0.0,0.0,1.64e-15,0.0,0.0,1.574e-15,,,,,,,,,,,,,,,,,,,,,,,,
XTE J1829-098,0.02,0.91, 18 29 43.99,-09 51 23.17, 2CXO J182943.9-095123,,,0.298,0.006198,0.0007043,0.008842,0.005606,0.9344,0.877,-0.4297,1.587e-13,1.259e-13,1.915e-13,1.587e-15,8.352e-17,3.007e-15,5.207e-14,0.0,1.092e-13,1.612e-13,1.275e-13,1.95e-13,1.568e-15,0.0,3.137e-15,0.0,0.0,1.687e-15,,,,,,,,,0.0,0.321,0.25,0.184,0.0007066,0.005811,0.005248,0.008633,,,,,,,,
XTE J1829-098,0.02,0.91, 18 29 43.99,-09 51 23.17, 2CXO J182943.9-095123,,,,,,,,,,,0.0,0.0,2.189e-14,0.0,0.0,1.581e-15,0.0,0.0,1.544e-15,0.0,0.0,2.059e-14,0.0,0.0,1.581e-15,0.0,0.0,1.549e-15,,,,,,,,,,,,,,,,,,,,,,,,
XTE J1858+034,0.07,0.62, 18 58 43.64,+03 26 05.37, 2CXO J185843.6+032606,,,,,,,,,,,0.0,0.0,5.036e-14,0.0,0.0,6.494e-15,,,,0.0,0.0,5.052e-14,0.0,0.0,6.494e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTE J1858+034,0.07,0.62, 18 58 43.64,+03 26 05.37, 2CXO J185843.6+032606,,,0.319,0.004322,0.0005015,0.006392,0.003921,0.9994,0.9994,-0.9994,1.374e-13,1.041e-13,1.708e-13,,,,,,,1.209e-13,9.117e-14,1.507e-13,,,,,,,,,,,,,,,0.0,0.319,0.095,0.027,0.0005015,0.004322,0.003921,0.006392,,,,,,,,
XTE J1906+090,0.03,0.87, 19 04 47.46,+09 02 41.58, 2CXO J190447.4+090241,1.444,1.305,0.532,0.069,0.008426,0.08177,0.05281,0.8132,0.9719,0.752,1.585e-12,1.518e-12,1.647e-12,5.735e-14,5.093e-14,6.34e-14,4.379e-15,2.475e-15,6.188e-15,1.562e-12,1.494e-12,1.626e-12,5.632e-14,4.976e-14,6.249e-14,5.019e-15,3.097e-15,6.941e-15,0.0,0.086,0.579,0.673,0.0002955,0.008355,0.008117,0.009545,0.0,0.058,0.904,0.992,9.951e-05,0.06005,0.05995,0.06015,0.0,0.439,0.828,0.393,4.559e-05,0.0005968,0.0005716,0.0008133
XTE J1946+274,0.01,0.91, 19 45 39.35,+27 21 55.68, 2CXO J194539.3+272155,1.384,1.046,0.862,0.03611,0.009385,0.04981,0.02397,0.5384,0.8345,0.5372,5.363e-13,4.791e-13,5.935e-13,5.489e-14,4.626e-14,6.351e-14,8.153e-15,5.096e-15,1.121e-14,5.325e-13,4.753e-13,5.897e-13,5.515e-14,4.577e-14,6.398e-14,6.253e-15,3.49e-15,9.015e-15,1.0,0.554,0.967,0.974,0.001537,0.01041,0.008522,0.01202,2.0,0.809,0.967,0.999,0.006825,0.02368,0.0124,0.0305,0.0,0.445,0.426,0.597,0.0002377,0.001974,0.001819,0.003236
