usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8814,1.584,0.017,0.113,5.204e-05,0.1131,0.113,0.2399,0.2361,-0.0037,1.385e-12,1.353e-12,1.417e-12,2.963e-13,2.88e-13,3.045e-13,1.848e-13,1.746e-13,1.943e-13,1.395e-12,1.361e-12,1.429e-12,2.824e-13,2.742e-13,2.906e-13,1.605e-13,1.503e-13,1.701e-13,0.0,0.031,0.382,0.647,3.92e-06,0.0409,0.04089,0.0409,0.0,0.024,0.807,0.647,3.333e-05,0.06092,0.06088,0.06097,0.0,0.053,0.763,0.641,2.642e-05,0.01123,0.0112,0.01126
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8281,1.698,0.997,0.122,0.007446,0.1284,0.1116,0.2136,0.1736,-0.0425,1.382e-12,1.359e-12,1.406e-12,3.234e-13,3.169e-13,3.299e-13,2.793e-13,2.689e-13,2.891e-13,1.37e-12,1.345e-12,1.394e-12,3.071e-13,3.003e-13,3.134e-13,2.626e-13,2.519e-13,2.732e-13,2.0,0.729,1.0,0.999,0.002311,0.04505,0.04254,0.0481,5.0,0.87,1.0,1.0,0.003855,0.0632,0.05793,0.06708,0.0,0.042,0.063,0.234,5.086e-06,0.01376,0.01376,0.01377
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.9007,1.452,0.027,0.1073,2.055e-05,0.1073,0.1073,0.2386,0.1911,-0.0487,1.284e-12,1.242e-12,1.324e-12,2.844e-13,2.73e-13,2.951e-13,1.938e-13,1.794e-13,2.072e-13,1.284e-12,1.24e-12,1.325e-12,2.83e-13,2.716e-13,2.944e-13,1.722e-13,1.579e-13,1.864e-13,0.0,0.066,0.728,0.942,8.773e-05,0.03857,0.03849,0.03866,0.0,0.055,0.74,0.666,8.84e-05,0.05724,0.05716,0.05733,0.0,0.09,0.095,0.012,4.222e-05,0.01147,0.01143,0.01151
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8828,1.501,0.063,0.06601,0.0001167,0.06613,0.06589,0.2249,0.1199,-0.1087,8.285e-13,8.039e-13,8.531e-13,1.834e-13,1.771e-13,1.897e-13,1.737e-13,1.607e-13,1.859e-13,7.805e-13,7.562e-13,8.049e-13,1.648e-13,1.582e-13,1.714e-13,1.595e-13,1.456e-13,1.725e-13,0.0,0.082,0.67,0.568,7.928e-05,0.0235,0.02342,0.02358,0.0,0.039,0.625,0.294,2.335e-05,0.03612,0.03609,0.03614,0.0,0.095,0.327,0.708,2.787e-05,0.006388,0.00636,0.006416
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.7965,1.827,0.027,0.05601,7.941e-06,0.05602,0.056,0.1587,0.0525,-0.1062,6.41e-13,6.208e-13,6.612e-13,1.687e-13,1.623e-13,1.746e-13,9.937e-14,9.139e-14,1.068e-13,6.325e-13,6.113e-13,6.523e-13,1.582e-13,1.517e-13,1.642e-13,8.378e-14,7.677e-14,9.078e-14,0.0,0.041,0.436,0.376,1.018e-06,0.02142,0.02142,0.02142,0.0,0.035,0.139,0.057,2.644e-06,0.0292,0.0292,0.0292,0.0,0.061,0.873,0.947,4.466e-05,0.005387,0.00531,0.005437
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.7626,1.79,0.054,0.05032,7.304e-05,0.05039,0.05025,0.1312,-0.0475,-0.1786,5.681e-13,5.483e-13,5.88e-13,1.567e-13,1.507e-13,1.628e-13,1.211e-13,1.115e-13,1.306e-13,5.623e-13,5.419e-13,5.814e-13,1.45e-13,1.384e-13,1.512e-13,9.653e-14,8.736e-14,1.051e-13,0.0,0.069,0.89,0.814,5.99e-05,0.01935,0.01927,0.01944,0.0,0.078,0.624,0.304,7.763e-05,0.02573,0.02566,0.02581,0.0,0.182,0.804,0.578,8.998e-05,0.005237,0.005147,0.005327
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.8002,1.815,0.019,0.09126,3.737e-06,0.09126,0.09126,0.1549,0.01,-0.1449,1.111e-12,1.084e-12,1.137e-12,2.937e-13,2.853e-13,3.017e-13,4.806e-13,4.521e-13,5.091e-13,1.118e-12,1.089e-12,1.145e-12,2.793e-13,2.708e-13,2.873e-13,3.553e-13,3.318e-13,3.788e-13,0.0,0.032,0.533,0.22,8.288e-06,0.03436,0.03435,0.03437,0.0,0.027,0.3,0.692,8.104e-06,0.04933,0.04932,0.04934,0.0,0.067,0.222,0.451,1.012e-05,0.007571,0.00756,0.007581
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.953,1.582,0.022,0.1568,7.315e-05,0.1569,0.1568,0.2486,0.2636,0.015,2.239e-12,2.191e-12,2.288e-12,4.736e-13,4.596e-13,4.868e-13,6.593e-13,6.074e-13,7.112e-13,2.214e-12,2.168e-12,2.261e-12,4.318e-13,4.181e-13,4.448e-13,6.123e-13,5.566e-13,6.65e-13,0.0,0.04,0.935,0.825,0.0001022,0.05317,0.05305,0.0533,0.0,0.039,0.735,0.689,7.368e-05,0.09576,0.09569,0.09584,0.0,0.177,0.907,0.951,0.0001375,0.007912,0.007723,0.008083
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.9417,1.59,0.023,0.1401,8.081e-06,0.1401,0.14,0.2886,0.1349,-0.1611,1.947e-12,1.896e-12,1.996e-12,3.865e-13,3.723e-13,4.006e-13,8.87e-13,8.14e-13,9.6e-13,1.948e-12,1.891e-12,2.001e-12,3.547e-13,3.402e-13,3.685e-13,8.914e-13,8.056e-13,9.715e-13,0.0,0.05,0.591,0.579,4.993e-05,0.04378,0.04373,0.04383,0.0,0.031,0.087,0.091,2.659e-05,0.08712,0.08709,0.08714,0.0,0.438,0.986,0.946,0.0007302,0.009155,0.008261,0.01
PSR B1259-63,0.03,0.83, 13 02 47.65,-63 50 08.68, 2CXO J130247.6-635008,0.9459,1.487,0.02,0.1429,8.453e-05,0.143,0.1428,0.3036,0.1774,-0.1349,2.052e-12,2e-12,2.103e-12,3.903e-13,3.766e-13,4.04e-13,4.785e-13,4.413e-13,5.156e-13,2.059e-12,2.004e-12,2.112e-12,3.663e-13,3.519e-13,3.799e-13,3.912e-13,3.558e-13,4.267e-13,0.0,0.053,0.812,0.539,6.253e-05,0.04453,0.04446,0.04459,0.0,0.052,0.993,0.989,0.0002416,0.08964,0.08937,0.08998,0.0,0.104,0.366,0.328,4.651e-05,0.008778,0.008732,0.008825
RX J0812.4-3114,0.06,0.7, 08 12 28.36,-31 14 52.10, 2CXO J081228.3-311452,,,0.285,0.003946,0.0003662,0.005367,0.003652,-0.9994,-0.9994,-0.6433,,,,5.028e-15,2.514e-15,7.41e-15,2.01e-14,1.417e-14,2.57e-14,,,,5.305e-15,2.653e-15,7.818e-15,1.878e-14,1.308e-14,2.448e-14,0.0,0.445,0.25,0.352,8.834e-05,0.0009866,0.0009345,0.00135,,,,,,,,,0.0,0.242,0.306,0.247,0.0001978,0.002959,0.002806,0.003685
RX J1744.7-2713,0.06,0.66, 17 44 45.79,-27 13 44.37, 2CXO J174445.7-271344,0.8394,1.688,0.134,0.07644,0.0007559,0.07719,0.07568,0.1749,0.2923,0.1212,6.966e-13,6.014e-13,7.919e-13,1.726e-13,1.485e-13,1.967e-13,7.011e-14,5.425e-14,8.514e-14,7.046e-13,6.076e-13,8.016e-13,1.777e-13,1.525e-13,2.029e-13,6.827e-14,5.245e-14,8.409e-14,6.0,0.952,0.993,0.97,0.01103,0.03105,0.02003,0.04208,0.0,0.14,0.669,0.616,0.0005313,0.03291,0.03234,0.03355,0.0,0.186,0.513,0.161,0.0003378,0.01239,0.01207,0.01282
SAX J1324.4-6200,0.02,0.87, 13 24 26.72,-62 01 18.93, 2CXO J132426.6-620119,,,0.138,0.0587,0.003486,0.06715,0.05392,0.9019,0.9994,0.9994,1.367e-12,1.172e-12,1.562e-12,2.138e-14,9.43e-15,3.332e-14,,,,1.406e-12,1.204e-12,1.609e-12,2.287e-14,1.009e-14,3.565e-14,,,,1.0,0.648,0.722,0.883,0.000995,0.003551,0.002927,0.007119,0.0,0.111,0.315,0.345,0.0003978,0.05513,0.05455,0.05559,,,,,,,,
SAX J1818.6-1703,0.04,0.83, 18 18 37.90,-17 02 47.94, 2CXO J181837.9-170248,1.82,0.971,0.0,0.1346,7.735e-08,0.1346,0.1346,0.9319,0.9856,0.6671,3.106e-12,3.008e-12,3.204e-12,3.336e-14,2.871e-14,3.8e-14,4.502e-15,2.881e-15,6.033e-15,2.993e-12,2.894e-12,3.093e-12,2.669e-14,2.213e-14,3.092e-14,4.966e-15,3.179e-15,6.655e-15,0.0,0.257,0.89,0.832,0.0004331,0.006628,0.005975,0.007108,0.0,0.0,0.665,0.233,2.14e-07,0.1269,0.1269,0.1269,1.0,0.557,0.933,0.951,0.0002457,0.001006,0.0007937,0.001822
SAX J1818.6-1703,0.04,0.83, 18 18 37.90,-17 02 47.94, 2CXO J181837.9-170248,1.864,1.554,1.0,0.03721,0.0487,0.2527,0.001926,0.9919,0.9881,-0.2823,1.522e-12,1.492e-12,1.551e-12,1.29e-15,8.161e-16,1.738e-15,5.369e-15,2.119e-15,8.477e-15,1.435e-12,1.406e-12,1.465e-12,1.071e-15,6.774e-16,1.464e-15,0.0,0.0,8.461e-16,,,,,,,,,10.0,1.0,1.0,1.0,0.04887,0.03668,0.002052,0.2661,,,,,,,,
SAX J2103.5+4545,0.03,0.82, 21 03 35.69,+45 45 05.51, 2CXO J210335.6+454505,,,0.988,0.01679,0.009412,0.05362,0.006979,0.3973,0.7383,0.4785,1.845e-13,1.543e-13,2.129e-13,3.056e-14,2.43e-14,3.682e-14,6.317e-15,3.657e-15,8.976e-15,1.883e-13,1.573e-13,2.174e-13,3.045e-14,2.377e-14,3.677e-14,6.809e-15,3.763e-15,9.676e-15,1.0,0.607,0.753,0.701,0.001485,0.005925,0.004831,0.01252,6.0,0.986,0.478,0.752,0.00573,0.009447,0.00418,0.03618,0.0,0.396,0.044,0.209,0.0001195,0.001381,0.001301,0.001818
SAX J2103.5+4545,0.03,0.82, 21 03 35.69,+45 45 05.51, 2CXO J210335.6+454505,0.9701,1.84,0.077,0.01664,5.059e-05,0.01669,0.01659,0.4735,0.747,0.4235,1.94e-13,1.841e-13,2.039e-13,2.784e-14,2.591e-14,2.977e-14,6.658e-15,5.684e-15,7.577e-15,1.941e-13,1.841e-13,2.034e-13,2.779e-14,2.585e-14,2.961e-14,6.628e-15,5.672e-15,7.584e-15,2.0,0.787,0.13,0.041,0.001703,0.005153,0.00383,0.01286,0.0,0.442,0.274,0.672,0.002108,0.01015,0.008425,0.02287,0.0,0.346,0.884,0.718,8.719e-05,0.001338,0.001251,0.001425
SAX J2239.3+6116,0.02,0.85, 22 39 20.84,+61 16 26.78, 2CXO J223920.8+611626,,,0.308,0.01813,0.002842,0.02564,0.01415,0.7096,0.8819,0.4472,3.621e-13,3.137e-13,4.105e-13,1.913e-14,1.389e-14,2.438e-14,4.463e-15,1.969e-15,6.957e-15,3.675e-13,3.181e-13,4.17e-13,1.793e-14,1.264e-14,2.292e-14,4.813e-15,2.123e-15,7.502e-15,0.0,0.235,0.3,0.117,0.000243,0.003356,0.003141,0.004368,0.0,0.399,0.623,0.741,0.002876,0.01402,0.01071,0.02326,2.0,0.695,0.969,0.967,0.0003317,0.0007609,0.0004394,0.001163
SGR 0755-2933,0.06,0.6, 07 55 42.49,-29 33 53.48, 2CXO J075542.4-293353,1.223,1.311,1.0,0.07704,0.01406,0.1023,0.05774,0.4872,0.6046,0.1649,1.29e-12,1.255e-12,1.325e-12,1.542e-13,1.469e-13,1.612e-13,1.027e-13,8.877e-14,1.167e-13,1.285e-12,1.25e-12,1.32e-12,1.435e-13,1.358e-13,1.508e-13,1.082e-13,9.245e-14,1.229e-13,5.0,0.708,0.995,0.982,0.00241,0.01895,0.01571,0.02245,8.0,1.0,1.0,1.0,0.009323,0.05627,0.04577,0.07112,0.0,0.399,0.933,0.929,0.0003333,0.002527,0.002306,0.004378
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.267,0.94,0.1,0.03145,0.0001699,0.03162,0.03128,0.5422,0.752,0.3473,5.27e-13,4.795e-13,5.745e-13,4.841e-14,4.202e-14,5.442e-14,1.096e-14,7.635e-15,1.429e-14,5.02e-13,4.558e-13,5.482e-13,4.968e-14,4.308e-14,5.627e-14,1.305e-14,9.474e-15,1.642e-14,0.0,0.094,0.614,0.306,5.38e-05,0.008767,0.008707,0.008833,0.0,0.175,0.548,0.708,0.0003262,0.0198,0.01947,0.02013,0.0,0.157,0.644,0.797,0.0001085,0.002889,0.002721,0.003007
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.031,1.499,0.071,0.03199,0.0002033,0.03221,0.0317,0.4472,0.752,0.456,4.346e-13,3.96e-13,4.731e-13,5.482e-14,4.776e-14,6.143e-14,1.26e-14,8.859e-15,1.614e-14,4.476e-13,4.049e-13,4.876e-13,5.271e-14,4.626e-14,5.915e-14,1.302e-14,9.432e-15,1.66e-14,0.0,0.182,0.087,0.061,0.0002037,0.01057,0.01037,0.01078,0.0,0.314,0.969,0.857,0.001145,0.01906,0.01745,0.02015,5.0,0.822,0.303,0.761,0.0007418,0.002352,0.001881,0.007708
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.092,1.375,0.057,0.03793,0.0002155,0.03821,0.03763,0.4222,0.6621,0.3285,5.47e-13,4.902e-13,6.038e-13,7.023e-14,6.186e-14,7.86e-14,1.584e-14,1.095e-14,2.074e-14,4.878e-13,4.367e-13,5.388e-13,6.582e-14,5.759e-14,7.357e-14,1.766e-14,1.324e-14,2.207e-14,0.0,0.081,0.546,0.754,5.067e-05,0.01246,0.01239,0.01252,0.0,0.066,0.958,0.882,0.0001614,0.02108,0.02095,0.02134,0.0,0.175,0.632,0.395,0.0002549,0.004366,0.004181,0.00546
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,0.9467,1.694,0.076,0.03161,2.152e-05,0.03163,0.03159,0.3923,0.6146,0.2886,3.778e-13,3.399e-13,4.158e-13,6.339e-14,5.525e-14,7.104e-14,1.717e-14,1.331e-14,2.082e-14,3.696e-13,3.313e-13,4.08e-13,6.483e-14,5.644e-14,7.322e-14,1.695e-14,1.304e-14,2.064e-14,0.0,0.287,0.861,0.981,0.001221,0.01072,0.008779,0.01333,0.0,0.117,0.46,0.233,0.0001065,0.01728,0.01717,0.01739,0.0,0.409,0.346,0.503,0.000506,0.003616,0.003244,0.006824
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.111,1.448,0.104,0.03484,0.0004136,0.03522,0.03424,0.5584,0.7008,0.2324,5.11e-13,4.664e-13,5.556e-13,5.38e-14,4.69e-14,6.018e-14,1.83e-14,1.438e-14,2.223e-14,4.996e-13,4.542e-13,5.45e-13,5.312e-14,4.578e-14,6e-14,1.867e-14,1.457e-14,2.276e-14,0.0,0.109,0.334,0.524,6.229e-05,0.009006,0.008905,0.009087,1.0,0.507,0.992,0.984,0.002481,0.02231,0.01876,0.02471,1.0,0.518,0.834,0.987,0.0006604,0.003523,0.002946,0.00679
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.198,1.136,0.176,0.02899,0.0004684,0.02946,0.02852,0.4472,0.6558,0.2923,4.174e-13,3.755e-13,4.594e-13,5.126e-14,4.42e-14,5.832e-14,1.4e-14,1.061e-14,1.74e-14,4.024e-13,3.603e-13,4.444e-13,5.37e-14,4.607e-14,6.134e-14,1.371e-14,1.007e-14,1.714e-14,0.0,0.292,0.791,0.831,0.000648,0.009141,0.007735,0.009919,0.0,0.119,0.323,0.431,0.0009185,0.01691,0.01559,0.01961,1.0,0.552,0.071,0.26,0.0005135,0.002952,0.002636,0.006463
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.186,1.174,0.049,0.02871,1.806e-05,0.02872,0.02868,0.4385,0.6808,0.3423,3.978e-13,3.579e-13,4.376e-13,5.22e-14,4.516e-14,5.923e-14,1.314e-14,9.906e-15,1.638e-14,3.856e-13,3.457e-13,4.254e-13,5.261e-14,4.534e-14,5.987e-14,1.447e-14,1.096e-14,1.798e-14,0.0,0.086,0.689,0.418,8.756e-05,0.009262,0.009138,0.009401,0.0,0.065,0.457,0.512,1.695e-05,0.0167,0.01668,0.01672,0.0,0.345,0.609,0.952,0.0004021,0.00274,0.002203,0.003419
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.239,0.933,0.125,0.01732,0.0001476,0.01747,0.01718,0.4922,0.6983,0.3061,2.777e-13,2.464e-13,3.07e-13,2.754e-14,2.307e-14,3.202e-14,1.392e-14,9.444e-15,1.839e-14,2.461e-13,2.167e-13,2.756e-13,2.412e-14,1.976e-14,2.847e-14,1.603e-14,1.106e-14,2.073e-14,0.0,0.122,0.076,0.162,4.318e-05,0.004982,0.004928,0.005043,0.0,0.117,0.722,0.858,5.708e-05,0.01105,0.01099,0.01111,1.0,0.638,0.794,0.922,0.0002574,0.001294,0.001141,0.002948
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.268,0.01594,0.0005997,0.01654,0.01534,0.2511,0.6196,0.4322,1.803e-13,1.488e-13,2.117e-13,3.936e-14,3.249e-14,4.624e-14,7.282e-15,4.275e-15,1.029e-14,1.889e-13,1.573e-13,2.204e-13,3.874e-14,3.18e-14,4.568e-14,7.642e-15,4.617e-15,1.067e-14,1.0,0.513,0.859,0.76,0.001417,0.006548,0.005216,0.01268,0.0,0.331,0.446,0.505,0.0004996,0.007826,0.007326,0.008325,0.0,0.476,0.07,0.06,0.0001797,0.001565,0.001458,0.002634
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.009,1.347,0.11,0.02594,0.0001643,0.0261,0.02577,0.4922,0.7008,0.3148,3.759e-13,3.385e-13,4.133e-13,4.256e-14,3.623e-14,4.889e-14,1.23e-14,8.978e-15,1.546e-14,3.82e-13,3.433e-13,4.178e-13,4.626e-14,3.995e-14,5.256e-14,1.217e-14,8.837e-15,1.551e-14,0.0,0.169,0.868,0.899,0.0004407,0.007652,0.007249,0.008687,0.0,0.067,0.25,0.444,1.601e-05,0.01586,0.01584,0.01587,0.0,0.207,0.065,0.191,0.0001318,0.002419,0.002315,0.002932
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,0.9901,1.629,0.104,0.03511,0.0002015,0.03531,0.03491,0.3485,0.6408,0.376,4.016e-13,3.621e-13,4.386e-13,6.76e-14,5.981e-14,7.49e-14,1.882e-14,1.483e-14,2.258e-14,4.202e-13,3.81e-13,4.593e-13,6.686e-14,5.878e-14,7.494e-14,1.843e-14,1.438e-14,2.247e-14,0.0,0.086,0.228,0.568,4.814e-05,0.01292,0.01284,0.01298,0.0,0.129,0.184,0.311,0.0001664,0.01853,0.01837,0.0187,0.0,0.431,0.54,0.629,0.0005433,0.003655,0.003285,0.006749
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.139,0.02096,0.0008784,0.02207,0.01912,0.3473,0.7495,0.5397,2.616e-13,2.264e-13,2.947e-13,4.628e-14,3.911e-14,5.344e-14,6.235e-15,3.542e-15,8.927e-15,2.798e-13,2.433e-13,3.141e-13,4.778e-14,4.036e-14,5.521e-14,6.616e-15,3.997e-15,9.234e-15,2.0,0.805,0.79,0.498,0.003449,0.008044,0.00371,0.01321,0.0,0.092,0.21,0.526,6.579e-05,0.0115,0.01142,0.01157,0.0,0.404,0.28,0.417,0.0001586,0.001505,0.001395,0.002117
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.069,0.01923,4.218e-05,0.0193,0.01918,0.4372,0.7083,0.3885,2.54e-13,2.196e-13,2.864e-13,3.769e-14,3.11e-14,4.428e-14,1.213e-14,7.608e-15,1.64e-14,2.771e-13,2.397e-13,3.122e-13,3.808e-14,3.122e-14,4.493e-14,8.229e-15,4.488e-15,1.178e-14,2.0,0.822,0.976,0.872,0.001866,0.006272,0.004406,0.008138,0.0,0.138,0.502,0.189,0.0001841,0.01117,0.01095,0.01135,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.08,0.01478,6.373e-05,0.01486,0.01468,0.4172,0.7146,0.4185,1.856e-13,1.624e-13,2.088e-13,2.815e-14,2.352e-14,3.278e-14,8.051e-15,4.929e-15,1.101e-14,1.557e-13,1.351e-13,1.75e-13,2.819e-14,2.343e-14,3.295e-14,5.436e-15,3.239e-15,7.634e-15,0.0,0.238,0.315,0.475,0.0004261,0.004924,0.004581,0.007063,0.0,0.102,0.129,0.397,5.77e-05,0.008846,0.00875,0.00892,0.0,0.358,0.483,0.283,6.807e-05,0.001005,0.0009611,0.001294
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,0.238,0.01289,0.0003901,0.01328,0.0125,0.421,0.7021,0.391,1.799e-13,1.556e-13,2.027e-13,2.368e-14,1.938e-14,2.798e-14,5.646e-15,3.457e-15,7.72e-15,1.743e-13,1.493e-13,1.978e-13,2.352e-14,1.892e-14,2.787e-14,5.778e-15,3.538e-15,7.901e-15,0.0,0.254,0.792,0.628,0.0002129,0.004242,0.004022,0.004511,5.0,0.699,0.899,0.757,0.002472,0.007693,0.005796,0.02279,0.0,0.39,0.329,0.295,6.929e-05,0.0009353,0.0008941,0.001227
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.09,1.195,0.108,0.01708,9.113e-05,0.01717,0.01698,0.4022,0.5909,0.2423,2.412e-13,2.123e-13,2.701e-13,3.333e-14,2.802e-14,3.865e-14,9.325e-15,6.381e-15,1.211e-14,2.281e-13,1.985e-13,2.559e-13,2.705e-14,2.212e-14,3.198e-14,8.385e-15,5.641e-15,1.113e-14,0.0,0.096,0.274,0.388,4.169e-05,0.005656,0.00559,0.005693,0.0,0.146,0.11,0.086,0.0001067,0.009712,0.009605,0.009819,0.0,0.238,0.208,0.041,9.167e-05,0.001708,0.001644,0.002067
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,1.036,1.637,0.06,0.02473,0.0001124,0.02489,0.02459,0.3573,0.7733,0.5721,3.303e-13,2.978e-13,3.629e-13,5.21e-14,4.588e-14,5.833e-14,6.917e-15,4.437e-15,9.266e-15,3.105e-13,2.795e-13,3.414e-13,5.394e-14,4.732e-14,6.057e-14,5.604e-15,3.386e-15,7.823e-15,0.0,0.109,0.331,0.576,0.0004186,0.009068,0.008695,0.01113,0.0,0.127,0.539,0.6,0.0001816,0.01444,0.01421,0.01465,1.0,0.508,0.154,0.394,0.0001536,0.001237,0.001156,0.002166
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNR 021.5-00.9,0.01,0.97, 18 33 28.30,-10 24 08.71, 2CXO J183328.3-102408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
